LegendText,RgbString
"Lithic Ustollic Calciorthids","#60B48E"
"Lithic Ustollic Haplargids","#60B9A6"
"Lithic Ustorthents","#F45898"
"Lithic Ustropepts","#60BAA7"
"Lithic Vermiborolls","#8B5EDA"
"Lithic Vermudolls","#EA5BDC"
"Lithic Vermustolls","#EC5ACC"
"Lithic Vertic","#608ECA"
"Lithic Vertic Argiustolls","#75A25E"
"Lithic Vertic Ustropepts","#64A85F"
"Lithic Vitrandepts","#846057"
"Lithic Vitraquands","#6088CB"
"Lithic Vitricryands","#60A7C4"
"Lithic Vitritorrands","#EF5AB9"
"Lithic Vitrixerands","#5F63D2"
"Lithic Xeric Haplargids","#A35DDE"
"Lithic Xeric Haplocalcids","#5FB07A"
"Lithic Xeric Haplocambids","#825B56"
"Lithic Xeric Natrargids","#ED5AC9"
"Lithic Xeric Torriorthents","#5FAB65"
"Lithic Xerochrepts","#5FAE71"
"Lithic Xerollic Calciorthids","#F159AE"
"Lithic Xerollic Camborthids","#BD5DE2"
"Lithic Xerollic Haplargids","#60B8C0"
"Lithic Xerollic Natrargids","#9B5EDD"
"Lithic Xeropsamments","#859C5D"
"Lithic Xerorthents","#608ECA"
"Lithic Xerumbrepts","#815956"
"Lithic-Ruptic-Entic Hapludults","#8E7F5A"
"Mollic Albaqualfs","#60B89F"
"Mollic Andaquepts","#D85CE6"
"Mollic Cryoboralfs","#6094C8"
"Mollic Cryofluvents","#60BBB0"
"Mollic Endoaqualfs","#60BCB3"
"Mollic Endoaquents","#938F5B"
"Mollic Endoaquepts","#70A45E"
"Mollic Epiaqualfs","#846157"
"Mollic Epiaquents","#94945B"
"Mollic Epiaquepts","#B55DE1"
"Mollic Eutroboralfs","#5FAC69"
"Mollic Fluvaquents","#F259A4"
"Mollic Fragiudalfs","#F5588E"
"Mollic Fragixeralfs","#5FAC69"
"Mollic Glossaqualfs","#8E7D5A"
"Mollic Glossocryalfs","#928A5B"
"Mollic Halaquepts","#938E5B"
"Mollic Haplaquents","#60B8A1"
"Mollic Haplaquepts","#EC5BCF"
"Mollic Haplocryalfs","#609DC6"
"Mollic Haploxeralfs","#90865A"
"Mollic Hapludalfs","#5FAC6B"
"Mollic Kandiudalfs","#8F975C"
"Mollic Natraqualfs","#825B56"
"Mollic Natrudalfs","#835D56"
"Mollic Natrustalfs","#90855A"
"Mollic Ochraqualfs","#856357"
"Mollic Oxyaquic Hapludalfs","#869B5D"
"Mollic Paleboralfs","#ED5AC6"
"Mollic Palecryalfs","#F8577A"
"Mollic Paleudalfs","#8B995C"
"Mollic Palexeralfs","#879B5D"
"Mollic Psammaquents","#5FAF75"
"Mollic Torrerts","#928B5B"
"Mollic Udarents","#8B7459"
"Mollic Udifluvents","#60B79A"
"Mollic Ustifluvents","#91965C"
"Mollic Vitrandepts","#FB565E"
"Mollic Vitrixerands","#91875A"
"Mollic Xerofluvents","#A25DDE"
"Natrargidic Natridurids","#8F975C"
"Natric Argicryids","#90855A"
"Natric Argiorthels","#60A5C5"
"Natric Camborthids","#8A9A5C"
"Natric Cryoborolls","#74A25E"
"Natric Duraquolls","#FC565C"
"Natric Durixeralfs","#60B7C0"
"Natric Durustolls","#819E5D"
"Natric Haploxeralfs","#60ABC3"
"Natric Palexeralfs","#8C995C"
"Natric Palexerolls","#60A7C4"
"Natric Petroargids","#60B798"
"Natric Petrocalcids","#70A45E"
"Natric Vermaqualfs","#5FB17D"
"Natrixeralfic Natridurids","#78A15E"
"Nitric Anhyorthels","#C05DE2"
"Nitric Anhyturbels","#8B995C"
"Ochreptic Cryoboralfs","#8D985C"
"Ochreptic Eutroboralfs","#91885A"
"Ochreptic Fragiudalfs","#897058"
"Ochreptic Fragixeralfs","#E85BE4"
"Ochreptic Glossoboralfs","#60BDB6"
"Ochreptic Haploxeralfs","#93955B"
"Ochreptic Hapludalfs","#EE5AC1"
"Ochreptic Hapludults","#F4599B"
"Ochreptic Haplustalfs","#8A7359"
"Ochreptic Rhodoxeralfs","#625FD3"
"Ombroaquic Haplustults","#608FC9"
"Ombroaquic Kandihumults","#866557"
"Ombroaquic Kandiudults","#9C5EDD"
"Ombroaquic Kanhaplohumults","#C05DE2"
"Ombroaquic Kanhapludults","#B55DE1"
"Ombroaquic Kanhaplustults","#5FAC68"
"Orthic","#60B387"
"Orthidic Durixerolls","#60B48C"
"Orthidic Durustolls","#60B386"
"Orthoxic","#5FAE71"
"Orthoxic Palehumults","#5FB280"
"Orthoxic Tropohumults","#E75CE8"
"Oxic Argiudolls","#94945B"
"Oxic Dystrandepts","#F85778"
"Oxic Dystropepts","#938E5B"
"Oxic Dystrudepts","#93905B"
"Oxic Dystrustepts","#60B283"
"Oxic Hapludands","#E85BE4"
"Oxic Haplustalfs","#73A35E"
"Oxic Haplustands","#5F6FD0"
"Oxic Haplustepts","#6087CB"
"Oxic Haplustolls","#8A7259"
"Oxic Haplustults","#918A5B"
"Oxic Humitropepts","#F45899"
"Oxic Humudepts","#60AAC3"
"Oxic Humustepts","#5FAD6C"
"Oxic Paleustalfs","#60BEBD"
"Oxic Plinthaquults","#5FAD6D"
"Oxic Rhodustalfs","#866657"
"Oxic Tropudalfs","#60A6C4"
"Oxic Ustropepts","#825C56"
"Oxyaquic Alorthods","#DA5CE6"
"Oxyaquic Argiborolls","#F159AB"
"Oxyaquic Argicryolls","#E85BE7"
"Oxyaquic Argiudolls","#92965C"
"Oxyaquic Argiustolls","#E55CE7"
"Oxyaquic Argixerolls","#928B5B"
"Oxyaquic Calciborolls","#E45CE7"
"Oxyaquic Calcicryepts","#60BCB3"
"Oxyaquic Calciustolls","#94955B"
"Oxyaquic Calcixerolls","#856457"
"Oxyaquic Cryoboralfs","#935EDC"
"Oxyaquic Cryoborolls","#875EDA"
"Oxyaquic Cryochrepts","#5F70D0"
"Oxyaquic Cryofluvents","#5F6AD1"
"Oxyaquic Cryopsamments","#F95774"
"Oxyaquic Cryorthents","#60BABF"
"Oxyaquic Cryumbrepts","#815956"
"Oxyaquic Duricryands","#F159AE"
"Oxyaquic Duricryods","#60A4C5"
"Oxyaquic Dystrochrepts","#93915B"
"Oxyaquic Dystrocryepts","#60B388"
"Oxyaquic Dystropepts","#8F835A"
"Oxyaquic Dystroxerepts","#5F84CC"
"Oxyaquic Dystrudepts","#8D7959"
"Oxyaquic Dystruderts","#8E7E5A"
"Oxyaquic Eutroboralfs","#EA5BDB"
"Oxyaquic Eutrochrepts","#E65CE7"
"Oxyaquic Eutrocryepts","#FA576C"
"Oxyaquic Eutropepts","#886C58"
"Oxyaquic Eutrudepts","#60AFC2"
"Oxyaquic Fragiboralfs","#60BAA9"
"Oxyaquic Fragiorthods","#5F80CD"
"Oxyaquic Fragiudalfs","#AA5DDF"
"Oxyaquic Fraglossudalfs","#60B2C1"
"Oxyaquic Fulvudands","#856257"
"Oxyaquic Gelorthents","#60B282"
"Oxyaquic Glossoboralfs","#6087CB"
"Oxyaquic Glossocryalfs","#FA5768"
"Oxyaquic Glossudalfs","#876958"
"Oxyaquic Haploborolls","#918A5B"
"Oxyaquic Haplocryalfs","#6098C8"
"Oxyaquic Haplocryands","#9E5DDD"
"Oxyaquic Haplocryepts","#EC5ACA"
"Oxyaquic Haplocryods","#5FAB67"
"Oxyaquic Haplocryolls","#846257"
"Oxyaquic Haplogelolls","#8B995C"
"Oxyaquic Haplohumults","#835E57"
"Oxyaquic Haplorthods","#5F83CC"
"Oxyaquic Haploxerepts","#995EDD"
"Oxyaquic Haploxerolls","#E45CE7"
"Oxyaquic Hapludalfs","#60BAA9"
"Oxyaquic Hapludands","#C45CE3"
"Oxyaquic Hapluderts","#7D9F5D"
"Oxyaquic Hapludolls","#8D985C"
"Oxyaquic Hapludults","#DB5CE6"
"Oxyaquic Haplumbrepts","#8F5EDB"
"Oxyaquic Haplustalfs","#5FAA64"
"Oxyaquic Haplustepts","#8C7959"
"Oxyaquic Haplustolls","#60B48B"
"Oxyaquic Haplustox","#60BBAD"
"Oxyaquic Humicryepts","#5F85CC"
"Oxyaquic Humicryods","#5F6BD1"
"Oxyaquic Humigelepts","#A65DDF"
"Oxyaquic Humitropepts","#F45894"
"Oxyaquic Humixerepts","#5F80CD"
"Oxyaquic Humudepts","#5FB07A"
"Oxyaquic Humustepts","#6096C8"
"Oxyaquic Kandiudalfs","#92965C"
"Oxyaquic Kandiudults","#60B9A4"
"Oxyaquic Kanhapludalfs","#608BCA"
"Oxyaquic Kanhapludults","#E35CE7"
"Oxyaquic Paleboralfs","#815ED9"
"Oxyaquic Paleborolls","#FA5767"
"Oxyaquic Palecryalfs","#DB5CE6"
"Oxyaquic Palecryolls","#DD5CE6"
"Oxyaquic Palehumults","#5FB17E"
"Oxyaquic Paleudalfs","#E85BE4"
"Oxyaquic Paleudolls","#5FAE73"
"Oxyaquic Paleudults","#FA5767"
"Oxyaquic Paleustalfs","#60AAC3"
"Oxyaquic Psammentic Eutroboralfs","#8D5EDB"
"Oxyaquic Quartzipsamments","#60A2C5"
"Oxyaquic Torrifluvents","#755ED7"
"Oxyaquic Torriorthents","#A45DDE"
"Oxyaquic Torripsamments","#F159AA"
"Oxyaquic Tropopsamments","#6DA55E"
"Oxyaquic Udifluvents","#805756"
"Oxyaquic Udipsamments","#899A5C"
"Oxyaquic Udivitrands","#90835A"
"Oxyaquic Udorthents","#60BBBF"
"Oxyaquic Ultic Haplorthods","#F7577E"
"Oxyaquic Ustifluvents","#6E5FD5"
"Oxyaquic Ustipsamments","#FC565B"
"Oxyaquic Ustorthents","#849C5D"
"Oxyaquic Ustropepts","#5FB079"
"Oxyaquic Vertic Argiudolls","#F55891"
"Oxyaquic Vertic Glossudalfs","#928E5B"
"Oxyaquic Vertic Hapludalfs","#876A58"
"Oxyaquic Vertic Haplustalfs","#928B5B"
"Oxyaquic Vertic Paleustalfs","#7D9F5D"
"Oxyaquic Vitrandic Haploxerepts","#94935B"
"Oxyaquic Vitricryands","#5FB07B"
"Oxyaquic Xerofluvents","#869C5D"
"Oxyaquic Xeropsamments","#75A25E"
"Oxyaquic Xerorthents","#90975C"
"Pachic Argiborolls","#B45DE1"
"Pachic Argicryolls","#F55892"
"Pachic Argiudolls","#79A15E"
"Pachic Argiustolls","#CE5CE4"
"Pachic Argixerolls","#EB5BD6"
"Pachic Calcicryolls","#815956"
"Pachic Calciustolls","#94935B"
"Pachic Calcixerolls","#815856"
"Pachic Cryoborolls","#CC5CE4"
"Pachic Durudands","#F259A7"
"Pachic Fulvicryands","#B95DE1"
"Pachic Fulvudands","#F359A1"
"Pachic Haploborolls","#60B386"
"Pachic Haplocryolls","#896F58"
"Pachic Haploxerolls","#60A0C6"
"Pachic Hapludolls","#866758"
"Pachic Haplumbrepts","#94925B"
"Pachic Haplustands","#5F6DD0"
"Pachic Haplustolls","#5F77CE"
"Pachic Humixerepts","#78A15E"
"Pachic Humudepts","#FC565B"
"Pachic Melanaquands","#C05DE2"
"Pachic Melanoxerands","#FA5769"
"Pachic Melanudands","#60B9BF"
"Pachic Paleborolls","#EA5BDA"
"Pachic Palecryolls","#60BABF"
"Pachic Paleudolls","#809E5D"
"Pachic Paleustolls","#7E5ED8"
"Pachic Palexerolls","#859C5D"
"Pachic Placudands","#60B0C2"
"Pachic Udertic Argiborolls","#60BDB7"
"Pachic Udertic Argiustolls","#886A58"
"Pachic Udertic Haploborolls","#6EA45E"
"Pachic Udertic Haplustolls","#EB5BD2"
"Pachic Udic Argiborolls","#856457"
"Pachic Udic Haploborolls","#F7577F"
"Pachic Ultic Argixerolls","#876958"
"Pachic Ultic Haploxerolls","#B05DE0"
"Pachic Vermustolls","#F3599C"
"Pachic Vertic Argiborolls","#815A56"
"Pachic Vertic Argiudolls","#8A7058"
"Pachic Vertic Argiustolls","#5F68D1"
"Pachic Vertic Haploborolls","#60BEBE"
"Pachic Vertic Hapludolls","#5FB078"
"Pachic Vertic Haplustolls","#F75884"
"Pachic Vitric Melanudands","#F9576F"
"Pachic Xerumbrepts","#876958"
"Paleargidic Argiborolls","#985EDC"
"Paleargidic Durixerolls","#8C7759"
"Paleustollic","#5F67D1"
"Paleustollic Chromusterts","#5F64D2"
"Palexerollic","#A35DDE"
"Palexerollic Chromoxererts","#6EA45E"
"Palexerollic Durixerolls","#6096C8"
"Paralithic Vertic","#5FAA60"
"Paralithic Vertic Haplustolls","#60BBBF"
"Pergelic Cryaquands","#CD5CE4"
"Pergelic Cryaquepts","#5FA95F"
"Pergelic Cryaquods","#8C995C"
"Pergelic Cryaquolls","#B65DE1"
"Pergelic Cryoborolls","#ED5AC4"
"Pergelic Cryochrepts","#7E9F5D"
"Pergelic Cryofibrists","#F95771"
"Pergelic Cryohemists","#60BBAF"
"Pergelic Cryopsamments","#7E5ED8"
"Pergelic Cryorthents","#60B284"
"Pergelic Cryorthods","#5FB079"
"Pergelic Cryosaprists","#60BCB3"
"Pergelic Cryumbrepts","#5FB17C"
"Pergelic Haplocryods","#876958"
"Pergelic Humicryods","#60A8C4"
"Pergelic Ruptic-Histic Cryaquepts","#9A5EDD"
"Pergelic Sideric","#79A15E"
"Pergelic Sphagnofibrists","#DB5CE6"
"Petrocalcic Calciaquolls","#EC5BCF"
"Petrocalcic Calciborolls","#F3599E"
"Petrocalcic Calcicryolls","#7CA05D"
"Petrocalcic Calcitorrerts","#5FB17E"
"Petrocalcic Calciustepts","#809E5D"
"Petrocalcic Calciusterts","#5FB17F"
"Petrocalcic Calciustolls","#F4589A"
"Petrocalcic Calcixerepts","#75A25E"
"Petrocalcic Calcixererts","#5F7ECD"
"Petrocalcic Duritorrands","#8E805A"
"Petrocalcic Haplusterts","#60B385"
"Petrocalcic Natrudolls","#60B282"
"Petrocalcic Natrustalfs","#CC5CE4"
"Petrocalcic Paleargids","#896E58"
"Petrocalcic Paleudolls","#E95BDD"
"Petrocalcic Paleustalfs","#EE5AC1"
"Petrocalcic Paleustolls","#B15DE0"
"Petrocalcic Palexeralfs","#C25DE3"
"Petrocalcic Palexerolls","#846057"
"Petrocalcic Petrogypsids","#5FAF75"
"Petrocalcic Rhodoxeralfs","#ED5AC8"
"Petrocalcic Ustalfic Paleargids","#60A95F"
"Petrocalcic Ustollic Paleargids","#8D985C"
"Petrocalcic Ustollic Paleustolls","#928C5B"
"Petrocalcic Vitritorrands","#93955B"
"Petrocalcic Xerochrepts","#60A3C5"
"Petrocalcic Xerollic Paleargids","#5FAC6B"
"Petrocalcidic Palexerolls","#90975C"
"Petroferric Acroperox","#608ACA"
"Petroferric Acrotorrox","#F55893"
"Petroferric Acrudox","#5F7FCD"
"Petroferric Acrustox","#60BABF"
"Petroferric Dystropepts","#896F58"
"Petroferric Endoaquands","#93915B"
"Petroferric Epiaquands","#856457"
"Petroferric Eutroperox","#5FAD6D"
"Petroferric Eutrotorrox","#5FAA63"
"Petroferric Eutrudox","#6092C9"
"Petroferric Eutrustox","#5FA95F"
"Petroferric Haploperox","#FA5666"
"Petroferric Haplotorrox","#6089CB"
"Petroferric Hapludands","#B85DE1"
"Petroferric Hapludox","#B45DE0"
"Petroferric Haplustox","#8A7359"
"Petroferric Haplustults","#815A56"
"Petroferric Kandiperox","#896E58"
"Petroferric Kandiudox","#B65DE1"
"Petroferric Kandiustox","#945EDC"
"Petroferric Sombriperox","#866758"
"Petroferric Sombriudox","#5FAF76"
"Petroferric Sombriustox","#F75884"
"Petrogypsic Anhyorthels","#60A3C5"
"Petrogypsic Anhyturbels","#938E5B"
"Petrogypsic Gypsiorthids","#5FAB66"
"Petrogypsic Haplosalids","#609BC7"
"Petrogypsic Petroargids","#6DA55E"
"Petrogypsic Petrocryids","#876958"
"Petrogypsic Ustic Petroargids","#805ED9"
"Petronodic Aquicambids","#F55892"
"Petronodic Argigypsids","#6094C8"
"Petronodic Calciargids","#825B56"
"Petronodic Calcigypsids","#8C7759"
"Petronodic Haplargids","#AC5DDF"
"Petronodic Haplocalcids","#94945B"
"Petronodic Haplocambids","#8A9A5C"
"Petronodic Haplogypsids","#B95DE1"
"Petronodic Natrargids","#5F6DD0"
"Petronodic Natrigypsids","#B15DE0"
"Petronodic Paleargids","#EA5BD9"
"Petronodic Ustic Calciargids","#896D58"
"Petronodic Ustic Haplargids","#8C995C"
"Petronodic Ustic Haplocalcids","#896F58"
"Petronodic Ustic Haplocambids","#F85778"
"Petronodic Ustic Paleargids","#8F975C"
"Petronodic Xeric Calciargids","#915EDB"
"Petronodic Xeric Haplocalcids","#5FAE70"
"Petronodic Xeric Haplocambids","#805756"
"Placic Cryaquods","#79A15E"
"Placic Haplaquods","#7C5ED8"
"Placic Hydrocryands","#60A7C4"
"Placic Petraquepts","#60B4C1"
"Plagganthreptic Alorthods","#5FB079"
"Plagganthreptic Fragiaquods","#70A45E"
"Plagganthreptic Fragiorthods","#8A7259"
"Plagganthreptic Haplohumods","#60BBAF"
"Plagganthreptic Udipsamments","#EC5ACD"
"Plaggeptic Alorthods","#64A85F"
"Plaggeptic Fragiaquods","#965EDC"
"Plaggeptic Fragiorthods","#5FAE72"
"Plaggeptic Haplohumods","#AB5DDF"
"Plaggeptic Udipsamments","#60B79A"
"Plaggic","#60A4C5"
"Plinthaquic Eutroperox","#846257"
"Plinthaquic Eutrudox","#745ED7"
"Plinthaquic Eutrustox","#60B694"
"Plinthaquic Fragiudults","#8A7159"
"Plinthaquic Haploperox","#6D5FD5"
"Plinthaquic Hapludox","#BE5DE2"
"Plinthaquic Haplustox","#5FAC6A"
"Plinthaquic Kandiperox","#F95773"
"Plinthaquic Kandiudalfs","#5F78CE"
"Plinthaquic Kandiudox","#915EDB"
"Plinthaquic Kandiudults","#60B3C1"
"Plinthaquic Kandiustox","#5FAB66"
"Plinthaquic Kanhapludults","#C65CE3"
"Plinthaquic Paleudalfs","#899A5C"
"Plinthaquic Paleudults","#755ED7"
"Plinthic Acraquox","#60BBB0"
"Plinthic Acroperox","#71A45E"
"Plinthic Acrorthox","#8D5EDB"
"Plinthic Acrudox","#965EDC"
"Plinthic Acrustox","#FA576C"
"Plinthic Eutraquox","#60ADC2"
"Plinthic Eutroperox","#F55893"
"Plinthic Eutrudox","#6C5FD5"
"Plinthic Eutrustox","#60B9A1"
"Plinthic Fragiaqualfs","#90975C"
"Plinthic Fragiaquults","#6AA65E"
"Plinthic Fragiudults","#91875A"
"Plinthic Haplaquox","#6098C8"
"Plinthic Haplohumults","#6091C9"
"Plinthic Haploperox","#F55891"
"Plinthic Haplorthox","#60B9A3"
"Plinthic Haploxeralfs","#C35CE3"
"Plinthic Hapludox","#EF5AB7"
"Plinthic Haplustox","#856257"
"Plinthic Haplustults","#6EA45E"
"Plinthic Kandiaqualfs","#655FD4"
"Plinthic Kandiaquults","#835E57"
"Plinthic Kandihumults","#5FB180"
"Plinthic Kandiperox","#856457"
"Plinthic Kandiudalfs","#609AC7"
"Plinthic Kandiudox","#91875A"
"Plinthic Kandiudults","#825D56"
"Plinthic Kandiustalfs","#60A95F"
"Plinthic Kandiustox","#8C7859"
"Plinthic Kandiustults","#8B995C"
"Plinthic Kanhaplaquults","#60BCB2"
"Plinthic Kanhapludults","#E85BE3"
"Plinthic Kanhaplustults","#5F7ACE"
"Plinthic Paleaquults","#918A5B"
"Plinthic Palehumults","#77A15E"
"Plinthic Paleudalfs","#E85BE6"
"Plinthic Paleudults","#835ED9"
"Plinthic Paleustalfs","#AA5DDF"
"Plinthic Palexeralfs","#849C5D"
"Plinthic Petraquepts","#6085CB"
"Plinthic Quartzipsamments","#F059B3"
"Plinthic Tropaquepts","#63A85F"
"Plinthic Umbraquults","#60BBAC"
"Plinthudic Fragiaquults","#F95771"
"Psammaquentic Hapludalfs","#7F9E5D"
"Psammaquentic Paleudults","#60AAC3"
"Psammentic Aquiturbels","#60BCBF"
"Psammentic Aquorthels","#6C5FD5"
"Psammentic Argiudolls","#64A85F"
"Psammentic Cryoboralfs","#C15DE2"
"Psammentic Eutroboralfs","#8A7259"
"Psammentic Frasiwassents","#90975C"
"Psammentic Glossoboralfs","#849C5D"
"Psammentic Haplocryalfs","#8E975C"
"Psammentic Haploxeralfs","#B25DE0"
"Psammentic Haploxerolls","#8D7A59"
"Psammentic Haploxerults","#685FD4"
"Psammentic Hapludalfs","#E85BE7"
"Psammentic Hapludults","#75A25E"
"Psammentic Haplumbrepts","#755ED7"
"Psammentic Haplustalfs","#60BDBE"
"Psammentic Humudepts","#8D7A59"
"Psammentic Paleudalfs","#60A9C3"
"Psammentic Paleudults","#72A35E"
"Psammentic Paleustalfs","#825B56"
"Psammentic Palexeralfs","#F45896"
"Psammentic Rhodudults","#835D56"
"Psammentic Rhodustults","#60B696"
"Quartzipsammentic Haplumbrepts","#8E7E5A"
"Rendollic Eutrochrepts","#665FD4"
"Rendollic Eutrudepts","#94915B"
"Rhodic Acroperox","#7A5ED8"
"Rhodic Acrudox","#5F7DCD"
"Rhodic Acrustox","#F159A9"
"Rhodic Eutroperox","#FA576A"
"Rhodic Eutrudox","#5FAB64"
"Rhodic Eutrustox","#915EDB"
"Rhodic Haploperox","#60BBAB"
"Rhodic Hapludox","#609CC7"
"Rhodic Haplustox","#8C985C"
"Rhodic Kandiperox","#E95BE0"
"Rhodic Kandiudalfs","#60B0C2"
"Rhodic Kandiudox","#60B79A"
"Rhodic Kandiudults","#A05DDE"
"Rhodic Kandiustalfs","#60BDBA"
"Rhodic Kandiustox","#60B8C0"
"Rhodic Kandiustults","#6AA65E"
"Rhodic Kanhapludalfs","#D45CE5"
"Rhodic Kanhapludults","#985EDC"
"Rhodic Kanhaplustalfs","#5FB17C"
"Rhodic Kanhaplustults","#608DCA"
"Rhodic Paleudalfs","#5FAC6A"
"Rhodic Paleudults","#60A8C4"
"Rhodic Paleustalfs","#8E985C"
"Rhodic Torripsamments","#849C5D"
"Rhodic Ustipsamments","#F159AC"
"Ruptic Historthels","#EF5ABA"
"Ruptic Histoturbels","#FC5657"
"Ruptic-Alfic Dystrochrepts","#ED5AC5"
"Ruptic-Alfic Dystrudepts","#F059B1"
"Ruptic-Alfic Eutrochrepts","#B65DE1"
"Ruptic-Alfic Eutrudepts","#8A7259"
"Ruptic-Alfic Lithic","#F059B3"
"Ruptic-Entic Lithic","#8D7A59"
"Ruptic-Histic Aquiturbels","#5FAA64"
"Ruptic-Histic Aquorthels","#6093C9"
"Ruptic-Lithic Cryumbrepts","#846157"
"Ruptic-Lithic Haploborolls","#60A9C4"
"Ruptic-Lithic Haplustolls","#8E985C"
"Ruptic-Lithic Xerochrepts","#705ED6"
"Ruptic-Lithic-Entic Hapludults","#60BDBE"
"Ruptic-Lithic-Xerochreptic Haploxeralfs","#5F60D3"
"Ruptic-Lithic-Xerochreptic Haploxerults","#889A5C"
"Ruptic-Ultic Dystrochrepts","#94925B"
"Ruptic-Ultic Dystrudepts","#A55DDE"
"Ruptic-Vertic Albaqualfs","#E85BE7"
"Salic Anhyorthels","#72A35E"
"Salic Anhyturbels","#E75CE8"
"Salic Aquorthels","#819E5D"
"Salic Sulfaquerts","#61A85F"
"Salidic Calciustolls","#866758"
"Salidic Haploborolls","#8E7D5A"
"Salidic Haplustolls","#60AFC2"
"Salidic Natrustalfs","#FA576D"
"Salidic Sulfaquepts","#77A25E"
"Salorthidic Calciustolls","#60B9BF"
"Salorthidic Haploborolls","#8C7759"
"Salorthidic Haplustolls","#635FD4"
"Salorthidic Natrustalfs","#928D5B"
"Salorthidic Sulfaquepts","#835D56"
"Sapric Borofibrists","#609EC6"
"Sapric Borohemists","#5F6DD0"
"Sapric Frasiwassists","#F45896"
"Sapric Glacistels","#8E805A"
"Sapric Haplohemists","#F259A6"
"Sapric Haplowassists","#60ACC3"
"Sapric Medifibrists","#5F82CC"
"Sapric Medihemists","#876A58"
"Sapric Sphagnofibrists","#60A4C5"
"Sapric Sulfiwassists","#F75881"
"Sapric Terric Borofibrists","#92955B"
"Sapric Terric Borohemists","#5FAE70"
"Sapric Terric Medifibrists","#8E7D5A"
"Sapric Terric Medihemists","#60B9A1"
"Sapric Terric Tropofibrists","#60A0C6"
"Sapric Terric Tropohemists","#8C995C"
"Sapric Tropofibrists","#EA5BD7"
"Sapric Tropohemists","#5F65D2"
"Sideric","#8E985C"
"Sideric Cryaquods","#5FB079"
"Sideric Tropaquods","#F259A5"
"Sodic Aquicambids","#6096C8"
"Sodic Calciusterts","#F65888"
"Sodic Calcixerepts","#8D7A59"
"Sodic Durixererts","#B35DE0"
"Sodic Endoaquents","#60B9A3"
"Sodic Endoaquerts","#5F79CE"
"Sodic Epiaquerts","#5F62D2"
"Sodic Gypsiusterts","#93955B"
"Sodic Haplocalcids","#869C5D"
"Sodic Haplocambids","#5F5FD3"
"Sodic Haplocryerts","#899A5C"
"Sodic Haplogypsids","#809E5D"
"Sodic Haplotorrerts","#66A75E"
"Sodic Haploxererts","#665FD4"
"Sodic Haplusterts","#5FB17D"
"Sodic Humicryerts","#FA5667"
"Sodic Hydraquents","#60B48B"
"Sodic Petrocambids","#91895A"
"Sodic Psammaquents","#E95BDE"
"Sodic Salusterts","#60B9A6"
"Sodic Torriarents","#60BEBE"
"Sodic Ustic Haplocalcids","#60BAAB"
"Sodic Ustic Haplocambids","#94925B"
"Sodic Vermaquepts","#60B798"
"Sodic Xerarents","#8B5EDA"
"Sodic Xeric Haplocalcids","#765ED7"
"Sodic Xeric Haplocambids","#60BCB5"
"Sombric Kandiudults","#91885A"
"Sombrihumic","#60B89F"
"Sphagnic Borofibrists","#876858"
"Sphagnic Cryofibrists","#8A7159"
"Sphagnic Fibristels","#EC5ACA"
"Sphagnic Medifibrists","#5FB180"
"Sphagnic Terric Borofibrists","#5FAA64"
"Sphagnic Terric Medifibrists","#725ED6"
"Spodic Cryopsamments","#5FAD6D"
"Spodic Dystrocryepts","#685FD4"
"Spodic Dystrudepts","#60A9C4"
"Spodic Haplocryands","#985EDC"
"Spodic Humicryepts","#F3599F"
"Spodic Paleudults","#F05AB5"
"Spodic Psammaquents","#609CC7"
"Spodic Psammorthels","#5FAB65"
"Spodic Psammoturbels","#839D5D"
"Spodic Quartzipsamments","#5F7BCE"
"Spodic Udipsamments","#835D56"
"Spodic Vitricryands","#805756"
"Spodic Vitrixerands","#7AA05E"
"Sulfaqueptic Dystraquerts","#825B56"
"Sulfic Cryaquepts","#F7577E"
"Sulfic Endoaquents","#7BA05D"
"Sulfic Endoaquepts","#876858"
"Sulfic Fluvaquents","#60B387"
"Sulfic Fluviwassents","#8C7859"
"Sulfic Haplaquepts","#60A3C5"
"Sulfic Haplowassents","#CB5CE4"
"Sulfic Haplowassists","#73A35E"
"Sulfic Hydraquents","#8B7659"
"Sulfic Hydrowassents","#91875A"
"Sulfic Psammowassents","#70A45E"
"Sulfic Sulfaquerts","#6CA55E"
"Sulfic Tropaquepts","#5FAF76"
"Sulfuric Aquiturbels","#866557"
"Sulfuric Aquorthels","#A85DDF"
"Terric Borofibrists","#D45CE5"
"Terric Borohemists","#928C5B"
"Terric Borosaprists","#76A25E"
"Terric Cryofibrists","#61A85F"
"Terric Cryohemists","#7D9F5D"
"Terric Cryosaprists","#925EDB"
"Terric Fibristels","#94925B"
"Terric Haplofibrists","#6F5FD6"
"Terric Haplohemists","#8C995C"
"Terric Haplosaprists","#879B5D"
"Terric Hemistels","#6098C7"
"Terric Medifibrists","#5FAE70"
"Terric Medihemists","#7F9F5D"
"Terric Medisaprists","#60B89E"
"Terric Sapristels","#F059B1"
"Terric Sphagnofibrists","#60BCB4"
"Terric Sulfihemists","#885EDA"
"Terric Sulfisaprists","#C65CE3"
"Terric Tropofibrists","#60B1C1"
"Terric Tropohemists","#F4599A"
"Terric Troposaprists","#F65887"
"Thaptic Cryaquands","#E65CE7"
"Thaptic Duraquands","#5FAD6E"
"Thaptic Durudands","#6B5FD5"
"Thaptic Durustands","#695FD5"
